step time wall-clock mass x-mom y-mom z-mom energy L2 mass-balance
  15580 2.529658e-02 8.664100e+01 1.753893e+01 1.065501e+05 1.140631e+05 0.000000e+00 6.204664e+07 5.069464e+08 7.195391e-02
  15600 2.532928e-02 8.672300e+01 2.278887e+01 1.065175e+05 1.125414e+05 0.000000e+00 8.383349e+07 5.187807e+08 6.584452e-02
  15620 2.536198e-02 8.683200e+01 2.495473e+01 1.162990e+05 1.251202e+05 0.000000e+00 9.158657e+07 5.169826e+08 5.738643e-02
  15640 2.539468e-02 8.695500e+01 2.098770e+01 1.157793e+05 1.242415e+05 0.000000e+00 7.109539e+07 5.182196e+08 4.863204e-02
  15660 2.542738e-02 8.707000e+01 1.905495e+01 1.062950e+05 1.139675e+05 0.000000e+00 6.637043e+07 5.304831e+08 4.197598e-02
  15680 2.546008e-02 8.718600e+01 2.312817e+01 1.016167e+05 1.066937e+05 0.000000e+00 8.138331e+07 5.411417e+08 3.993386e-02
  15700 2.549278e-02 8.730700e+01 2.157087e+01 1.035830e+05 1.079974e+05 0.000000e+00 6.849255e+07 5.345896e+08 4.351015e-02
  15720 2.552548e-02 8.742600e+01 1.709784e+01 1.006533e+05 1.070886e+05 0.000000e+00 6.506726e+07 5.171388e+08 5.076869e-02
  15740 2.555818e-02 8.755100e+01 1.768087e+01 9.295236e+04 9.982761e+04 0.000000e+00 6.463748e+07 5.022556e+08 5.763871e-02
  15760 2.559088e-02 8.768500e+01 1.969788e+01 1.015833e+05 1.033255e+05 0.000000e+00 6.131308e+07 5.043308e+08 6.098291e-02
  15780 2.562358e-02 8.781200e+01 1.950453e+01 1.044924e+05 1.085928e+05 0.000000e+00 7.551439e+07 5.146968e+08 6.116437e-02
  15800 2.565628e-02 8.789700e+01 2.129123e+01 1.000562e+05 9.724940e+04 0.000000e+00 7.642721e+07 5.168054e+08 6.088812e-02
  15820 2.568898e-02 8.797700e+01 2.121943e+01 1.032280e+05 1.076235e+05 0.000000e+00 6.655105e+07 5.059852e+08 6.166893e-02
  15840 2.572168e-02 8.808200e+01 2.393722e+01 1.124147e+05 1.237224e+05 0.000000e+00 5.861792e+07 4.959746e+08 6.233392e-02
  15860 2.575438e-02 8.818300e+01 2.057415e+01 1.104065e+05 1.210039e+05 0.000000e+00 6.805471e+07 4.991164e+08 6.091232e-02
  15880 2.578708e-02 8.826900e+01 2.021709e+01 1.023609e+05 1.028854e+05 0.000000e+00 7.137521e+07 5.126443e+08 5.675584e-02
  15900 2.581978e-02 8.839600e+01 2.479931e+01 1.139991e+05 1.226920e+05 0.000000e+00 9.172370e+07 5.164953e+08 5.042701e-02
  15920 2.585248e-02 8.850600e+01 2.339578e+01 1.175039e+05 1.257338e+05 0.000000e+00 8.221131e+07 5.140902e+08 4.293002e-02
  15940 2.588518e-02 8.858500e+01 1.683343e+01 1.116201e+05 1.202310e+05 0.000000e+00 6.827889e+07 5.218196e+08 3.571624e-02
  15960 2.591788e-02 8.866500e+01 2.206225e+01 9.901919e+04 1.049743e+05 0.000000e+00 6.810585e+07 5.363193e+08 3.100808e-02
  15980 2.595058e-02 8.874600e+01 2.295365e+01 1.029136e+05 1.091025e+05 0.000000e+00 7.879111e+07 5.386588e+08 3.107797e-02
  16000 2.598328e-02 8.882200e+01 1.826103e+01 1.020052e+05 1.076912e+05 0.000000e+00 6.785624e+07 5.247061e+08 3.624901e-02
  16020 2.601599e-02 8.892700e+01 1.619871e+01 9.665125e+04 1.041238e+05 0.000000e+00 6.393416e+07 5.056547e+08 4.383361e-02
  16040 2.604869e-02 8.903600e+01 1.916578e+01 9.726213e+04 9.465412e+04 0.000000e+00 6.427908e+07 5.001170e+08 4.987388e-02
  16060 2.608139e-02 8.914400e+01 1.985667e+01 1.047525e+05 1.097985e+05 0.000000e+00 7.045709e+07 5.100787e+08 5.251924e-02
  16080 2.611409e-02 8.923000e+01 2.038834e+01 1.028609e+05 1.009140e+05 0.000000e+00 7.762390e+07 5.173896e+08 5.306003e-02
  16100 2.614679e-02 8.935000e+01 2.119781e+01 9.554367e+04 9.330788e+04 0.000000e+00 6.978206e+07 5.108219e+08 5.332270e-02
  16120 2.617949e-02 8.943900e+01 2.353860e+01 1.090216e+05 1.204611e+05 0.000000e+00 6.010904e+07 4.979222e+08 5.328916e-02
  16140 2.621219e-02 8.952000e+01 2.269299e+01 1.129586e+05 1.240597e+05 0.000000e+00 5.423300e+07 4.941003e+08 5.175592e-02
  16160 2.624489e-02 8.965200e+01 1.688822e+01 1.045576e+05 1.109583e+05 0.000000e+00 6.233024e+07 5.053937e+08 4.825624e-02
  16180 2.627759e-02 8.978600e+01 2.355617e+01 1.094763e+05 1.158492e+05 0.000000e+00 8.661011e+07 5.146927e+08 4.333312e-02
  16200 2.631029e-02 8.987900e+01 2.474333e+01 1.166346e+05 1.251309e+05 0.000000e+00 8.937329e+07 5.127627e+08 3.750073e-02
  16220 2.634299e-02 8.995600e+01 1.988773e+01 1.146942e+05 1.235823e+05 0.000000e+00 6.536376e+07 5.152185e+08 3.119551e-02
  16240 2.637569e-02 9.003300e+01 2.007844e+01 1.040975e+05 1.113367e+05 0.000000e+00 6.723310e+07 5.283624e+08 2.556813e-02
  16260 2.640839e-02 9.012900e+01 2.330425e+01 1.026018e+05 1.078145e+05 0.000000e+00 6.975703e+07 5.385647e+08 2.283867e-02
  16280 2.644109e-02 9.024900e+01 2.080303e+01 1.032142e+05 1.084812e+05 0.000000e+00 7.568753e+07 5.312883e+08 2.488697e-02
  16300 2.647379e-02 9.037600e+01 1.655067e+01 9.992884e+04 1.066937e+05 0.000000e+00 6.557832e+07 5.125329e+08 3.118016e-02
  16320 2.650649e-02 9.050400e+01 1.826097e+01 9.329595e+04 9.870981e+04 0.000000e+00 6.486963e+07 4.987271e+08 3.851984e-02
  16340 2.653919e-02 9.079000e+01 1.986498e+01 1.023478e+05 1.057804e+05 0.000000e+00 6.271798e+07 5.042625e+08 4.369990e-02
  16360 2.657189e-02 9.092900e+01 1.926002e+01 1.044913e+05 1.072111e+05 0.000000e+00 7.632413e+07 5.153309e+08 4.619312e-02
  16380 2.660459e-02 9.105500e+01 2.138005e+01 9.883391e+04 9.586809e+04 0.000000e+00 7.490679e+07 5.151287e+08 4.722234e-02
  16400 2.663729e-02 9.117400e+01 2.207924e+01 1.055784e+05 1.125519e+05 0.000000e+00 6.543554e+07 5.028052e+08 4.717850e-02
  16420 2.666999e-02 9.130300e+01 2.378320e+01 1.124506e+05 1.249228e+05 0.000000e+00 5.643718e+07 4.926068e+08 4.533253e-02
  16440 2.670269e-02 9.143600e+01 1.950078e+01 1.092256e+05 1.192097e+05 0.000000e+00 5.996517e+07 4.984378e+08 4.154507e-02
  16460 2.673539e-02 9.156700e+01 2.135692e+01 1.044861e+05 1.070474e+05 0.000000e+00 7.642144e+07 5.112192e+08 3.672644e-02
  16480 2.676809e-02 9.169100e+01 2.499089e+01 1.147706e+05 1.244397e+05 0.000000e+00 9.180041e+07 5.127939e+08 3.177255e-02
  16500 2.680079e-02 9.181500e+01 2.255270e+01 1.168220e+05 1.251135e+05 0.000000e+00 7.787881e+07 5.113556e+08 2.676400e-02
  16520 2.683349e-02 9.194000e+01 1.738268e+01 1.097872e+05 1.173225e+05 0.000000e+00 6.329814e+07 5.203784e+08 2.166124e-02
  16540 2.686619e-02 9.208800e+01 2.262804e+01 1.002300e+05 1.061074e+05 0.000000e+00 6.899301e+07 5.341930e+08 1.764960e-02
  16560 2.689889e-02 9.221200e+01 2.249824e+01 1.026604e+05 1.080143e+05 0.000000e+00 7.002961e+07 5.352744e+08 1.690843e-02
  16580 2.693160e-02 9.232100e+01 1.777491e+01 1.014895e+05 1.067664e+05 0.000000e+00 7.242600e+07 5.203177e+08 2.063737e-02
  16600 2.696430e-02 9.246600e+01 1.693853e+01 9.500782e+04 1.027773e+05 0.000000e+00 6.367116e+07 5.019526e+08 2.738808e-02
  16620 2.699700e-02 9.260700e+01 1.949726e+01 9.924221e+04 9.907014e+04 0.000000e+00 6.396529e+07 4.991900e+08 3.403486e-02
  16640 2.702970e-02 9.276200e+01 1.974028e+01 1.045355e+05 1.100237e+05 0.000000e+00 7.247922e+07 5.109169e+08 3.863910e-02
  16660 2.706240e-02 9.289000e+01 2.079003e+01 1.017434e+05 9.914338e+04 0.000000e+00 7.723979e+07 5.172462e+08 4.135232e-02
  16680 2.709510e-02 9.302700e+01 2.084664e+01 9.858919e+04 9.915306e+04 0.000000e+00 6.728450e+07 5.092705e+08 4.240976e-02
  16700 2.712780e-02 9.313500e+01 2.380995e+01 1.108677e+05 1.218933e+05 0.000000e+00 5.931111e+07 4.957759e+08 4.101993e-02
  16720 2.716050e-02 9.324000e+01 2.192107e+01 1.120391e+05 1.234102e+05 0.000000e+00 5.416177e+07 4.930522e+08 3.684218e-02
  16740 2.719320e-02 9.335000e+01 1.833823e+01 1.018730e+05 1.074748e+05 0.000000e+00 6.201775e+07 5.060384e+08 3.127310e-02
  16760 2.722590e-02 9.345700e+01 2.416919e+01 1.117970e+05 1.186743e+05 0.000000e+00 8.906470e+07 5.130196e+08 2.621070e-02
  16780 2.725860e-02 9.356400e+01 2.427313e+01 1.165430e+05 1.255288e+05 0.000000e+00 8.699518e+07 5.102586e+08 2.218078e-02
  16800 2.729130e-02 9.369600e+01 1.851919e+01 1.137100e+05 1.224368e+05 0.000000e+00 6.051470e+07 5.141493e+08 1.844574e-02
  16820 2.732400e-02 9.384400e+01 2.099613e+01 1.020494e+05 1.072644e+05 0.000000e+00 6.706591e+07 5.274752e+08 1.478470e-02
  16840 2.735670e-02 9.397200e+01 2.324948e+01 1.029274e+05 1.087405e+05 0.000000e+00 7.003153e+07 5.357562e+08 1.253775e-02
  16860 2.738940e-02 9.408500e+01 1.976739e+01 1.023496e+05 1.077802e+05 0.000000e+00 6.836402e+07 5.271889e+08 1.353943e-02
  16880 2.742210e-02 9.424200e+01 1.613500e+01 9.881847e+04 1.057896e+05 0.000000e+00 6.887519e+07 5.082392e+08 1.813964e-02
  16900 2.745480e-02 9.438500e+01 1.874994e+01 9.468608e+04 9.624423e+04 0.000000e+00 6.360782e+07 4.974054e+08 2.451579e-02
  16920 2.748750e-02 9.449400e+01 1.993364e+01 1.035556e+05 1.080860e+05 0.000000e+00 6.602516e+07 5.051890e+08 3.039845e-02
  16940 2.752020e-02 9.462000e+01 1.952007e+01 1.042329e+05 1.054032e+05 0.000000e+00 7.706372e+07 5.159510e+08 3.491738e-02
  16960 2.755290e-02 9.476600e+01 2.141690e+01 9.715726e+04 9.407382e+04 0.000000e+00 7.324940e+07 5.147128e+08 3.781898e-02
  16980 2.758560e-02 9.490100e+01 2.278338e+01 1.072074e+05 1.163468e+05 0.000000e+00 6.351287e+07 5.022522e+08 3.803093e-02
  17000 2.761830e-02 9.505000e+01 2.340698e+01 1.127886e+05 1.246728e+05 0.000000e+00 5.480222e+07 4.920573e+08 3.450538e-02
  17020 2.765100e-02 9.519400e+01 1.821957e+01 1.075803e+05 1.161720e+05 0.000000e+00 6.108921e+07 4.995901e+08 2.821674e-02
  17040 2.768370e-02 9.533000e+01 2.234888e+01 1.058664e+05 1.109068e+05 0.000000e+00 8.102514e+07 5.119056e+08 2.188934e-02
  17060 2.771640e-02 9.546700e+01 2.495711e+01 1.156093e+05 1.249030e+05 0.000000e+00 9.162009e+07 5.119397e+08 1.742737e-02
  17080 2.774910e-02 9.568800e+01 2.147891e+01 1.160322e+05 1.241577e+05 0.000000e+00 7.361864e+07 5.106292e+08 1.455790e-02
  17100 2.778180e-02 9.588600e+01 1.855070e+01 1.072404e+05 1.143636e+05 0.000000e+00 6.490513e+07 5.206761e+08 1.203259e-02
  17120 2.781451e-02 9.603000e+01 2.299674e+01 1.008456e+05 1.061725e+05 0.000000e+00 6.881517e+07 5.329231e+08 9.817988e-03
  17140 2.784721e-02 9.616200e+01 2.182422e+01 1.028731e+05 1.076238e+05 0.000000e+00 6.952581e+07 5.320024e+08 9.283013e-03
  17160 2.787991e-02 9.630400e+01 1.725381e+01 1.008158e+05 1.065050e+05 0.000000e+00 6.879448e+07 5.158827e+08 1.163529e-02
  17180 2.791261e-02 9.646300e+01 1.756106e+01 9.364171e+04 1.005270e+05 0.000000e+00 6.455283e+07 4.993585e+08 1.648608e-02
  17200 2.794531e-02 9.660700e+01 1.972674e+01 1.007675e+05 1.023251e+05 0.000000e+00 6.363493e+07 5.002848e+08 2.228806e-02
  17220 2.797801e-02 9.671600e+01 1.955105e+01 1.043730e+05 1.092550e+05 0.000000e+00 7.440399e+07 5.121355e+08 2.790909e-02
  17240 2.801071e-02 9.683500e+01 2.113918e+01 1.005680e+05 9.769843e+04 0.000000e+00 7.676645e+07 5.169532e+08 3.270337e-02
  17260 2.804341e-02 9.695000e+01 2.074495e+01 1.019252e+05 1.048808e+05 0.000000e+00 6.680105e+07 5.091189e+08 3.526284e-02
  17280 2.807611e-02 9.707900e+01 2.387270e+01 1.118975e+05 1.225079e+05 0.000000e+00 5.860143e+07 4.962055e+08 3.367022e-02
  17300 2.810881e-02 9.719600e+01 2.097244e+01 1.112650e+05 1.218517e+05 0.000000e+00 5.676135e+07 4.944771e+08 2.771302e-02
  17320 2.814151e-02 9.730500e+01 1.962547e+01 1.007865e+05 1.036788e+05 0.000000e+00 6.786924e+07 5.080417e+08 1.997141e-02
  17340 2.817421e-02 9.745000e+01 2.457245e+01 1.133193e+05 1.209661e+05 0.000000e+00 9.106503e+07 5.138400e+08 1.377439e-02
  17360 2.820691e-02 9.757600e+01 2.360616e+01 1.170356e+05 1.254822e+05 0.000000e+00 8.443113e+07 5.108306e+08 1.039596e-02
  17380 2.823961e-02 9.769000e+01 1.718991e+01 1.120558e+05 1.207758e+05 0.000000e+00 6.000635e+07 5.150071e+08 8.741908e-03
  17400 2.827231e-02 9.780800e+01 2.173530e+01 9.941373e+04 1.039493e+05 0.000000e+00 6.721548e+07 5.279682e+08 7.464544e-03
  17420 2.830501e-02 9.792000e+01 2.300689e+01 1.026820e+05 1.087261e+05 0.000000e+00 6.990996e+07 5.338498e+08 6.762813e-03
  17440 2.833771e-02 9.802500e+01 1.862023e+01 1.019638e+05 1.070629e+05 0.000000e+00 6.738697e+07 5.238140e+08 7.713891e-03
  17460 2.837041e-02 9.812700e+01 1.589317e+01 9.722154e+04 1.040441e+05 0.000000e+00 6.870472e+07 5.046347e+08 1.074113e-02
  17480 2.840311e-02 9.822800e+01 1.911397e+01 9.610554e+04 9.377882e+04 0.000000e+00 6.398186e+07 4.971773e+08 1.526047e-02
  17500 2.843581e-02 9.832900e+01 1.991357e+01 1.042485e+05 1.093996e+05 0.000000e+00 6.911840e+07 5.072765e+08 2.063542e-02
  17520 2.846851e-02 9.843300e+01 2.013121e+01 1.034724e+05 1.028196e+05 0.000000e+00 7.764683e+07 5.160756e+08 2.636809e-02
  17540 2.850121e-02 9.857700e+01 2.139866e+01 9.597214e+04 9.163696e+04 0.000000e+00 7.151806e+07 5.137736e+08 3.111894e-02
  17560 2.853391e-02 9.867200e+01 2.327723e+01 1.080488e+05 1.189168e+05 0.000000e+00 6.218351e+07 5.027503e+08 3.252720e-02
  17580 2.856661e-02 9.876600e+01 2.287238e+01 1.129902e+05 1.240157e+05 0.000000e+00 5.836336e+07 4.938298e+08 2.877576e-02
  17600 2.859931e-02 9.888400e+01 1.688282e+01 1.058089e+05 1.129045e+05 0.000000e+00 6.159333e+07 5.023703e+08 2.096906e-02
  17620 2.863201e-02 9.901200e+01 2.313544e+01 1.078922e+05 1.136891e+05 0.000000e+00 8.500005e+07 5.135609e+08 1.279062e-02
  17640 2.866471e-02 9.911600e+01 2.474766e+01 1.157729e+05 1.243725e+05 0.000000e+00 9.098953e+07 5.135449e+08 7.406972e-03
  17660 2.869742e-02 9.921100e+01 2.032227e+01 1.151285e+05 1.237194e+05 0.000000e+00 6.932068e+07 5.125388e+08 5.196238e-03
  17680 2.873012e-02 9.931700e+01 1.955168e+01 1.046119e+05 1.117899e+05 0.000000e+00 6.583689e+07 5.222904e+08 4.565873e-03
  17700 2.876282e-02 9.942400e+01 2.318624e+01 1.018947e+05 1.065881e+05 0.000000e+00 6.986580e+07 5.326834e+08 4.497882e-03
  17720 2.879552e-02 9.952600e+01 2.106117e+01 1.028663e+05 1.077468e+05 0.000000e+00 6.848606e+07 5.297659e+08 5.258503e-03
  17740 2.882822e-02 9.960400e+01 1.671361e+01 9.979534e+04 1.055982e+05 0.000000e+00 6.548041e+07 5.124035e+08 7.257223e-03
  17760 2.886092e-02 9.968400e+01 1.804495e+01 9.239639e+04 9.886212e+04 0.000000e+00 6.754752e+07 4.974876e+08 1.031108e-02
  17780 2.889362e-02 9.978700e+01 1.986597e+01 1.018200e+05 1.044843e+05 0.000000e+00 6.387902e+07 5.020565e+08 1.433515e-02
  17800 2.892632e-02 9.990700e+01 1.932742e+01 1.042255e+05 1.081748e+05 0.000000e+00 7.600452e+07 5.139788e+08 1.972228e-02
  17820 2.895902e-02 1.000250e+02 2.141312e+01 9.951413e+04 9.594838e+04 0.000000e+00 7.615601e+07 5.160025e+08 2.585601e-02
  17840 2.899172e-02 1.001530e+02 2.161031e+01 1.043902e+05 1.094753e+05 0.000000e+00 7.627787e+07 5.085777e+08 3.005756e-02
  17860 2.902442e-02 1.002900e+02 2.377793e+01 1.122190e+05 1.237272e+05 0.000000e+00 5.946319e+07 4.978628e+08 2.920886e-02
  17880 2.905712e-02 1.004270e+02 1.996550e+01 1.101502e+05 1.204572e+05 0.000000e+00 6.081365e+07 4.978642e+08 2.269320e-02
  17900 2.908982e-02 1.005620e+02 2.071147e+01 1.030312e+05 1.041490e+05 0.000000e+00 7.347457e+07 5.106364e+08 1.342368e-02
  17920 2.912252e-02 1.008750e+02 2.480512e+01 1.141285e+05 1.228720e+05 0.000000e+00 9.240351e+07 5.152381e+08 5.635446e-03
  17940 2.915522e-02 1.010210e+02 2.285752e+01 1.168623e+05 1.245738e+05 0.000000e+00 8.151067e+07 5.134919e+08 1.708084e-03
  17960 2.918792e-02 1.011170e+02 1.666744e+01 1.107018e+05 1.184128e+05 0.000000e+00 6.146759e+07 5.177949e+08 1.067743e-03
  17980 2.922062e-02 1.011940e+02 2.229912e+01 9.949671e+04 1.049545e+05 0.000000e+00 6.786396e+07 5.291585e+08 1.923547e-03
  18000 2.925332e-02 1.012720e+02 2.266391e+01 1.024252e+05 1.080924e+05 0.000000e+00 7.069189e+07 5.327455e+08 3.346222e-03
  18020 2.928602e-02 1.013490e+02 1.793034e+01 1.012891e+05 1.067900e+05 0.000000e+00 6.769010e+07 5.210398e+08 5.263031e-03
  18040 2.931872e-02 1.014260e+02 1.648564e+01 9.574066e+04 1.021714e+05 0.000000e+00 6.394951e+07 5.018163e+08 7.484733e-03
  18060 2.935142e-02 1.015100e+02 1.937461e+01 9.805972e+04 9.620755e+04 0.000000e+00 6.485714e+07 4.973580e+08 9.999762e-03
  18080 2.938412e-02 1.015970e+02 1.983677e+01 1.044972e+05 1.098045e+05 0.000000e+00 7.170282e+07 5.096366e+08 1.379939e-02
  18100 2.941682e-02 1.016930e+02 2.063546e+01 1.024014e+05 1.001650e+05 0.000000e+00 7.795196e+07 5.166467e+08 1.964893e-02
  18120 2.944952e-02 1.018200e+02 2.129172e+01 9.605454e+04 9.500513e+04 0.000000e+00 6.958815e+07 5.120585e+08 2.577515e-02
  18140 2.948222e-02 1.019590e+02 2.359936e+01 1.097013e+05 1.205311e+05 0.000000e+00 7.849160e+07 5.029014e+08 2.836910e-02
  18160 2.951492e-02 1.020730e+02 2.225922e+01 1.125346e+05 1.232436e+05 0.000000e+00 5.430924e+07 4.968191e+08 2.484364e-02
  18180 2.954763e-02 1.021530e+02 1.741876e+01 1.040547e+05 1.098062e+05 0.000000e+00 6.165314e+07 5.060838e+08 1.627185e-02
  18200 2.958033e-02 1.022500e+02 2.374797e+01 1.104113e+05 1.164344e+05 0.000000e+00 8.816926e+07 5.149301e+08 6.666522e-03
  18220 2.961303e-02 1.023330e+02 2.443626e+01 1.162784e+05 1.242760e+05 0.000000e+00 8.971693e+07 5.152634e+08 1.578043e-05
  18240 2.964573e-02 1.024640e+02 1.917660e+01 1.144611e+05 1.226910e+05 0.000000e+00 6.482484e+07 5.161033e+08 2.387213e-03
  18260 2.967843e-02 1.025680e+02 2.039524e+01 1.030584e+05 1.090855e+05 0.000000e+00 6.630720e+07 5.250489e+08 1.657232e-03
  18280 2.971113e-02 1.026450e+02 2.324961e+01 1.027962e+05 1.076767e+05 0.000000e+00 7.005083e+07 5.326154e+08 4.770427e-04
  18300 2.974383e-02 1.027240e+02 2.029231e+01 1.024665e+05 1.078412e+05 0.000000e+00 6.876924e+07 5.279519e+08 3.086596e-03
  18320 2.977653e-02 1.028460e+02 1.629586e+01 9.946293e+04 1.055834e+05 0.000000e+00 6.565828e+07 5.097259e+08 5.564602e-03
  18340 2.980923e-02 1.029550e+02 1.842022e+01 9.344073e+04 9.705085e+04 0.000000e+00 6.381750e+07 4.961963e+08 7.444228e-03
  18360 2.984193e-02 1.030360e+02 1.993651e+01 1.027227e+05 1.060558e+05 0.000000e+00 6.457682e+07 5.031607e+08 9.522566e-03
  18380 2.987463e-02 1.031430e+02 1.916087e+01 1.044240e+05 1.066493e+05 0.000000e+00 7.716032e+07 5.153037e+08 1.372248e-02
  18400 2.990733e-02 1.032220e+02 2.158115e+01 9.860887e+04 9.486594e+04 0.000000e+00 7.526151e+07 5.145928e+08 2.016019e-02
  18420 2.994003e-02 1.033050e+02 2.229797e+01 1.061309e+05 1.132082e+05 0.000000e+00 6.684982e+07 5.062980e+08 2.557280e-02
  18440 2.997273e-02 1.034080e+02 2.357751e+01 1.122529e+05 1.241836e+05 0.000000e+00 7.774962e+07 4.986124e+08 2.586934e-02
  18460 3.000543e-02 1.035280e+02 1.895530e+01 1.091313e+05 1.184232e+05 0.000000e+00 6.043175e+07 5.015926e+08 1.981105e-02
  18480 3.003813e-02 1.036310e+02 2.162787e+01 1.046638e+05 1.077440e+05 0.000000e+00 7.825391e+07 5.129968e+08 1.004586e-02
  18500 3.007083e-02 1.037500e+02 2.491113e+01 1.151502e+05 1.240930e+05 0.000000e+00 9.287163e+07 5.156663e+08 9.536935e-04
  18520 3.010353e-02 1.038700e+02 2.207722e+01 1.161710e+05 1.244232e+05 0.000000e+00 7.800841e+07 5.159240e+08 4.250600e-03
  18540 3.013623e-02 1.039800e+02 1.766601e+01 1.092559e+05 1.163388e+05 0.000000e+00 6.365782e+07 5.217706e+08 5.098449e-03
  18560 3.016893e-02 1.040610e+02 2.272293e+01 1.004745e+05 1.056241e+05 0.000000e+00 6.797141e+07 5.307708e+08 3.025812e-03
  18580 3.020163e-02 1.041400e+02 2.226177e+01 1.023939e+05 1.075237e+05 0.000000e+00 7.059803e+07 5.313897e+08 3.577373e-04
  18600 3.023433e-02 1.042180e+02 1.760306e+01 1.013273e+05 1.066277e+05 0.000000e+00 6.717983e+07 5.186555e+08 3.824485e-03
  18620 3.026703e-02 1.043220e+02 1.699195e+01 9.435325e+04 1.012646e+05 0.000000e+00 6.366778e+07 4.998915e+08 6.240913e-03
  18640 3.029973e-02 1.044440e+02 1.956071e+01 9.974107e+04 9.934310e+04 0.000000e+00 6.214049e+07 4.974842e+08 7.488830e-03
  18660 3.033243e-02 1.045300e+02 1.971313e+01 1.043599e+05 1.095345e+05 0.000000e+00 7.370706e+07 5.106389e+08 9.555724e-03
  18680 3.036514e-02 1.046090e+02 2.102461e+01 1.017916e+05 9.832389e+04 0.000000e+00 7.788812e+07 5.163614e+08 1.450174e-02
  18700 3.039784e-02 1.046860e+02 2.104382e+01 9.925108e+04 9.999667e+04 0.000000e+00 6.734118e+07 5.092006e+08 2.098707e-02
  18720 3.043054e-02 1.047630e+02 2.379748e+01 1.111570e+05 1.214810e+05 0.000000e+00 7.221822e+07 5.007158e+08 2.466336e-02
  18740 3.046324e-02 1.048700e+02 2.160040e+01 1.117327e+05 1.226167e+05 0.000000e+00 7.375377e+07 4.987740e+08 2.221478e-02
  18760 3.049594e-02 1.049550e+02 1.857729e+01 1.017756e+05 1.071660e+05 0.000000e+00 6.310489e+07 5.093507e+08 1.414486e-02
  18780 3.052864e-02 1.050350e+02 2.422814e+01 1.122805e+05 1.187099e+05 0.000000e+00 9.039992e+07 5.153695e+08 4.087776e-03
  18800 3.056134e-02 1.051190e+02 2.405180e+01 1.165253e+05 1.250737e+05 0.000000e+00 8.759250e+07 5.154681e+08 3.866558e-03
  18820 3.059404e-02 1.051970e+02 1.805152e+01 1.136388e+05 1.223337e+05 0.000000e+00 6.146531e+07 5.192201e+08 7.421549e-03
  18840 3.062674e-02 1.053030e+02 2.111867e+01 1.012648e+05 1.058897e+05 0.000000e+00 6.640946e+07 5.285092e+08 6.729652e-03
  18860 3.065944e-02 1.054070e+02 2.321015e+01 1.032026e+05 1.085601e+05 0.000000e+00 6.954712e+07 5.324493e+08 3.271800e-03
  18880 3.069214e-02 1.054850e+02 1.951112e+01 1.022574e+05 1.074285e+05 0.000000e+00 6.822042e+07 5.257066e+08 1.226560e-03
  18900 3.072484e-02 1.055630e+02 1.604117e+01 9.869358e+04 1.053826e+05 0.000000e+00 6.492371e+07 5.074002e+08 5.014543e-03
  18920 3.075754e-02 1.058030e+02 1.873560e+01 9.493507e+04 9.472223e+04 0.000000e+00 6.272131e+07 4.954562e+08 6.846977e-03
  18940 3.079024e-02 1.058800e+02 1.995744e+01 1.038327e+05 1.077996e+05 0.000000e+00 6.739729e+07 5.036381e+08 7.633974e-03
  18960 3.082294e-02 1.059580e+02 1.974754e+01 1.041726e+05 1.048139e+05 0.000000e+00 7.785763e+07 5.151897e+08 1.019616e-02
  18980 3.085564e-02 1.060370e+02 2.161830e+01 9.729662e+04 9.334249e+04 0.000000e+00 7.390380e+07 5.125097e+08 1.570803e-02
  19000 3.088834e-02 1.061150e+02 2.286479e+01 1.073189e+05 1.163699e+05 0.000000e+00 6.311183e+07 5.026906e+08 2.142433e-02
  19020 3.092104e-02 1.062280e+02 2.329288e+01 1.125712e+05 1.240111e+05 0.000000e+00 7.438873e+07 4.972755e+08 2.281995e-02
  19040 3.095374e-02 1.063060e+02 1.792506e+01 1.074962e+05 1.156085e+05 0.000000e+00 6.680190e+07 5.042117e+08 1.794001e-02
  19060 3.098644e-02 1.063840e+02 2.243540e+01 1.058318e+05 1.110292e+05 0.000000e+00 8.222059e+07 5.143693e+08 8.801138e-03
  19080 3.101914e-02 1.065140e+02 2.491819e+01 1.159841e+05 1.247314e+05 0.000000e+00 9.240006e+07 5.147583e+08 7.261145e-04
  19100 3.105184e-02 1.066370e+02 2.125613e+01 1.158880e+05 1.240474e+05 0.000000e+00 7.381384e+07 5.166151e+08 7.274350e-03
  19120 3.108454e-02 1.067460e+02 1.862316e+01 1.072413e+05 1.142635e+05 0.000000e+00 6.543784e+07 5.252441e+08 9.314131e-03
  19140 3.111724e-02 1.068500e+02 2.303380e+01 1.009790e+05 1.059938e+05 0.000000e+00 6.819565e+07 5.327623e+08 7.185784e-03
  19160 3.114994e-02 1.069670e+02 2.178125e+01 1.031048e+05 1.075419e+05 0.000000e+00 6.972477e+07 5.295183e+08 2.439115e-03
  19180 3.118264e-02 1.070690e+02 1.724691e+01 1.008807e+05 1.068996e+05 0.000000e+00 6.583102e+07 5.155281e+08 2.779841e-03
  19200 3.121535e-02 1.071710e+02 1.747064e+01 9.338171e+04 9.982644e+04 0.000000e+00 6.373866e+07 4.983146e+08 6.256232e-03
  19220 3.124805e-02 1.072800e+02 1.970847e+01 1.010620e+05 1.020243e+05 0.000000e+00 6.177277e+07 4.979587e+08 7.290404e-03
