step time wall-clock mass x-mom y-mom z-mom energy L2 mass-balance
  45740 7.460878e-02 2.411500e+02 1.811318e+01 9.272156e+04 9.870413e+04 0.000000e+00 6.425475e+07 4.909480e+08 1.705750e-03
  45760 7.464148e-02 2.412280e+02 1.988278e+01 1.020485e+05 1.049393e+05 0.000000e+00 6.284893e+07 4.954532e+08 2.001219e-03
  45780 7.467418e-02 2.413080e+02 1.930236e+01 1.043535e+05 1.079002e+05 0.000000e+00 7.617539e+07 5.077041e+08 6.007149e-03
  45800 7.470688e-02 2.414280e+02 2.142914e+01 9.939364e+04 9.591778e+04 0.000000e+00 7.583857e+07 5.091987e+08 1.082536e-02
  45820 7.473958e-02 2.415420e+02 2.176414e+01 1.048274e+05 1.105582e+05 0.000000e+00 6.569519e+07 4.999863e+08 1.469893e-02
  45840 7.477228e-02 2.416220e+02 2.377820e+01 1.123098e+05 1.241739e+05 0.000000e+00 5.722348e+07 4.901180e+08 1.467596e-02
  45860 7.480498e-02 2.417340e+02 1.979674e+01 1.098991e+05 1.201200e+05 0.000000e+00 5.939489e+07 4.925238e+08 9.681031e-03
  45880 7.483768e-02 2.418670e+02 2.092106e+01 1.035289e+05 1.050172e+05 0.000000e+00 7.455543e+07 5.054274e+08 1.757683e-03
  45900 7.487038e-02 2.420040e+02 2.486687e+01 1.142722e+05 1.234728e+05 0.000000e+00 9.225427e+07 5.086322e+08 5.729661e-03
  45920 7.490308e-02 2.421140e+02 2.274456e+01 1.168856e+05 1.247301e+05 0.000000e+00 8.024418e+07 5.073934e+08 1.058249e-02
  45940 7.493578e-02 2.421930e+02 1.686705e+01 1.105149e+05 1.180588e+05 0.000000e+00 6.226855e+07 5.138129e+08 1.260291e-02
  45960 7.496848e-02 2.423040e+02 2.241085e+01 9.976904e+04 1.053638e+05 0.000000e+00 6.818885e+07 5.254419e+08 1.246484e-02
  45980 7.500118e-02 2.424350e+02 2.262680e+01 1.025940e+05 1.081307e+05 0.000000e+00 7.057394e+07 5.273012e+08 1.053722e-02
  46000 7.503388e-02 2.425770e+02 1.791184e+01 1.014106e+05 1.068919e+05 0.000000e+00 6.774577e+07 5.146055e+08 7.139228e-03
  46020 7.506658e-02 2.426990e+02 1.662311e+01 9.553392e+04 1.024444e+05 0.000000e+00 6.399834e+07 4.955800e+08 3.262090e-03
  46040 7.509928e-02 2.428260e+02 1.941825e+01 9.851145e+04 9.721348e+04 0.000000e+00 6.343963e+07 4.913176e+08 1.009958e-04
  46060 7.513198e-02 2.429060e+02 1.982811e+01 1.045849e+05 1.099494e+05 0.000000e+00 7.199864e+07 5.032956e+08 3.414248e-03
  46080 7.516468e-02 2.429860e+02 2.070366e+01 1.022618e+05 9.953286e+04 0.000000e+00 7.776990e+07 5.104032e+08 7.892837e-03
  46100 7.519738e-02 2.430640e+02 2.116438e+01 9.693153e+04 9.641423e+04 0.000000e+00 6.869898e+07 5.045251e+08 1.285325e-02
  46120 7.523009e-02 2.431890e+02 2.367824e+01 1.101854e+05 1.211017e+05 0.000000e+00 5.995801e+07 4.940304e+08 1.529721e-02
  46140 7.526279e-02 2.432840e+02 2.215398e+01 1.123953e+05 1.233766e+05 0.000000e+00 5.394107e+07 4.898511e+08 1.276631e-02
  46160 7.529549e-02 2.434160e+02 1.771817e+01 1.033974e+05 1.091673e+05 0.000000e+00 6.186562e+07 5.008734e+08 5.778878e-03
  46180 7.532819e-02 2.435480e+02 2.389472e+01 1.109502e+05 1.172908e+05 0.000000e+00 8.851829e+07 5.090397e+08 2.636934e-03
  46200 7.536089e-02 2.436700e+02 2.439237e+01 1.164657e+05 1.247050e+05 0.000000e+00 8.872356e+07 5.081606e+08 9.264482e-03
  46220 7.539359e-02 2.437980e+02 1.895219e+01 1.143099e+05 1.228453e+05 0.000000e+00 6.295225e+07 5.105798e+08 1.271661e-02
  46240 7.542629e-02 2.439250e+02 2.059332e+01 1.027472e+05 1.086476e+05 0.000000e+00 6.674718e+07 5.214123e+08 1.334186e-02
  46260 7.545899e-02 2.440340e+02 2.327247e+01 1.029423e+05 1.081518e+05 0.000000e+00 7.000598e+07 5.283575e+08 1.175676e-02
  46280 7.549169e-02 2.441490e+02 2.015066e+01 1.024081e+05 1.079628e+05 0.000000e+00 6.867331e+07 5.217208e+08 8.458170e-03
  46300 7.552439e-02 2.442510e+02 1.626570e+01 9.933680e+04 1.058916e+05 0.000000e+00 6.552496e+07 5.032084e+08 4.412259e-03
  46320 7.555709e-02 2.443450e+02 1.852498e+01 9.385691e+04 9.678514e+04 0.000000e+00 6.379843e+07 4.904139e+08 9.377848e-04
  46340 7.558979e-02 2.444370e+02 1.995088e+01 1.030968e+05 1.068285e+05 0.000000e+00 6.505313e+07 4.974667e+08 1.822374e-03
  46360 7.562249e-02 2.445230e+02 1.928974e+01 1.044194e+05 1.062776e+05 0.000000e+00 7.713544e+07 5.091618e+08 5.384592e-03
  46380 7.565519e-02 2.446450e+02 2.153425e+01 9.821690e+04 9.467945e+04 0.000000e+00 7.459477e+07 5.082359e+08 1.040883e-02
  46400 7.568789e-02 2.447800e+02 2.247072e+01 1.065587e+05 1.144376e+05 0.000000e+00 6.429948e+07 4.983544e+08 1.467441e-02
  46420 7.572059e-02 2.449190e+02 2.354064e+01 1.123699e+05 1.245222e+05 0.000000e+00 5.512374e+07 4.903044e+08 1.480150e-02
  46440 7.575329e-02 2.450470e+02 1.871776e+01 1.086359e+05 1.177533e+05 0.000000e+00 6.085181e+07 4.955296e+08 9.654791e-03
  46460 7.578599e-02 2.451590e+02 2.188038e+01 1.051382e+05 1.089434e+05 0.000000e+00 7.926930e+07 5.074839e+08 1.370735e-03
  46480 7.581869e-02 2.452540e+02 2.494876e+01 1.154501e+05 1.245702e+05 0.000000e+00 9.235409e+07 5.089528e+08 6.582782e-03
  46500 7.585139e-02 2.453490e+02 2.189128e+01 1.161341e+05 1.245194e+05 0.000000e+00 7.624825e+07 5.089116e+08 1.176143e-02
  46520 7.588409e-02 2.454310e+02 1.796290e+01 1.087008e+05 1.159691e+05 0.000000e+00 6.434664e+07 5.168930e+08 1.363287e-02
  46540 7.591679e-02 2.455670e+02 2.283585e+01 1.006563e+05 1.059422e+05 0.000000e+00 6.828821e+07 5.271626e+08 1.271686e-02
  46560 7.594949e-02 2.457890e+02 2.215472e+01 1.026878e+05 1.077298e+05 0.000000e+00 7.030498e+07 5.262263e+08 9.689212e-03
  46580 7.598219e-02 2.459250e+02 1.752482e+01 1.012386e+05 1.068530e+05 0.000000e+00 6.690894e+07 5.122591e+08 5.489964e-03
  46600 7.601489e-02 2.460610e+02 1.718372e+01 9.406808e+04 1.012246e+05 0.000000e+00 6.327167e+07 4.937456e+08 1.610094e-03
  46620 7.604760e-02 2.461840e+02 1.962275e+01 1.001716e+05 1.005357e+05 0.000000e+00 6.179303e+07 4.923118e+08 1.051921e-03
  46640 7.608030e-02 2.462750e+02 1.967250e+01 1.043493e+05 1.095144e+05 0.000000e+00 7.391053e+07 5.050141e+08 3.585458e-03
  46660 7.611300e-02 2.463510e+02 2.106629e+01 1.014240e+05 9.818262e+04 0.000000e+00 7.746868e+07 5.102209e+08 7.647749e-03
  46680 7.614570e-02 2.464300e+02 2.081706e+01 1.002630e+05 1.019141e+05 0.000000e+00 6.698127e+07 5.024932e+08 1.264746e-02
  46700 7.617840e-02 2.465060e+02 2.385009e+01 1.115476e+05 1.219011e+05 0.000000e+00 5.964642e+07 4.926295e+08 1.539865e-02
  46720 7.621110e-02 2.465820e+02 2.140859e+01 1.116048e+05 1.225020e+05 0.000000e+00 5.595730e+07 4.915026e+08 1.309909e-02
  46740 7.624380e-02 2.466590e+02 1.895399e+01 1.007353e+05 1.060268e+05 0.000000e+00 6.492099e+07 5.036833e+08 6.148680e-03
  46760 7.627650e-02 2.467370e+02 2.437430e+01 1.127514e+05 1.195885e+05 0.000000e+00 9.056457e+07 5.094894e+08 2.436475e-03
  46780 7.630920e-02 2.468320e+02 2.392729e+01 1.168533e+05 1.254692e+05 0.000000e+00 8.619697e+07 5.084780e+08 9.465634e-03
  46800 7.634190e-02 2.469450e+02 1.770967e+01 1.131710e+05 1.220623e+05 0.000000e+00 6.083827e+07 5.129492e+08 1.330454e-02
  46820 7.637460e-02 2.470240e+02 2.135077e+01 1.006253e+05 1.053160e+05 0.000000e+00 6.653782e+07 5.241874e+08 1.381489e-02
  46840 7.640730e-02 2.471160e+02 2.317840e+01 1.031323e+05 1.088237e+05 0.000000e+00 6.941718e+07 5.284390e+08 1.145080e-02
  46860 7.644000e-02 2.471940e+02 1.924746e+01 1.022540e+05 1.072117e+05 0.000000e+00 6.775732e+07 5.194549e+08 7.130957e-03
  46880 7.647270e-02 2.473490e+02 1.595850e+01 9.825179e+04 1.052173e+05 0.000000e+00 6.439305e+07 5.005939e+08 2.492938e-03
  46900 7.650540e-02 2.474740e+02 1.887337e+01 9.542203e+04 9.408206e+04 0.000000e+00 6.272314e+07 4.903500e+08 7.922947e-04
  46920 7.653810e-02 2.475850e+02 1.996012e+01 1.040915e+05 1.085825e+05 0.000000e+00 6.792487e+07 4.992670e+08 2.855324e-03
  46940 7.657080e-02 2.476900e+02 1.988309e+01 1.039693e+05 1.041281e+05 0.000000e+00 7.771279e+07 5.098493e+08 5.762184e-03
  46960 7.660350e-02 2.477900e+02 2.151850e+01 9.681935e+04 9.282274e+04 0.000000e+00 7.291379e+07 5.066643e+08 1.043164e-02
  46980 7.663620e-02 2.478910e+02 2.304118e+01 1.076758e+05 1.175823e+05 0.000000e+00 6.247881e+07 4.961336e+08 1.454483e-02
  47000 7.666890e-02 2.480060e+02 2.317624e+01 1.128370e+05 1.240000e+05 0.000000e+00 5.470581e+07 4.900140e+08 1.462657e-02
  47020 7.670160e-02 2.481160e+02 1.756565e+01 1.067135e+05 1.144614e+05 0.000000e+00 6.181205e+07 4.981420e+08 9.558209e-03
  47040 7.673430e-02 2.482170e+02 2.271973e+01 1.062297e+05 1.122344e+05 0.000000e+00 8.324317e+07 5.087747e+08 1.357892e-03
  47060 7.676700e-02 2.483170e+02 2.489544e+01 1.160553e+05 1.248723e+05 0.000000e+00 9.163915e+07 5.086488e+08 6.731135e-03
  47080 7.679970e-02 2.484170e+02 2.094419e+01 1.156928e+05 1.241683e+05 0.000000e+00 7.171534e+07 5.099479e+08 1.227520e-02
  47100 7.683240e-02 2.485170e+02 1.897835e+01 1.062408e+05 1.134586e+05 0.000000e+00 6.590771e+07 5.197450e+08 1.437438e-02
  47120 7.686511e-02 2.486390e+02 2.312276e+01 1.014076e+05 1.064205e+05 0.000000e+00 6.884051e+07 5.286549e+08 1.312405e-02
  47140 7.689781e-02 2.487640e+02 2.156494e+01 1.031570e+05 1.076669e+05 0.000000e+00 6.917407e+07 5.247909e+08 9.223210e-03
  47160 7.693051e-02 2.488870e+02 1.708946e+01 1.005040e+05 1.066870e+05 0.000000e+00 6.516243e+07 5.090231e+08 4.119950e-03
  47180 7.696321e-02 2.489870e+02 1.769720e+01 9.296717e+04 9.930874e+04 0.000000e+00 6.401445e+07 4.924540e+08 1.442367e-04
  47200 7.699591e-02 2.490870e+02 1.977744e+01 1.014286e+05 1.032120e+05 0.000000e+00 6.214857e+07 4.939285e+08 2.529762e-03
  47220 7.702861e-02 2.492230e+02 1.947002e+01 1.043529e+05 1.086912e+05 0.000000e+00 7.540062e+07 5.065062e+08 4.506053e-03
  47240 7.706131e-02 2.493400e+02 2.132315e+01 1.001158e+05 9.705651e+04 0.000000e+00 7.676268e+07 5.096048e+08 8.152426e-03
  47260 7.709401e-02 2.494410e+02 2.114086e+01 1.030299e+05 1.070740e+05 0.000000e+00 6.646159e+07 5.003224e+08 1.263826e-02
  47280 7.712671e-02 2.495410e+02 2.388082e+01 1.122588e+05 1.232325e+05 0.000000e+00 5.871939e+07 4.909215e+08 1.464267e-02
  47300 7.715941e-02 2.496400e+02 2.054844e+01 1.105638e+05 1.211357e+05 0.000000e+00 5.824739e+07 4.927774e+08 1.185854e-02
  47320 7.719211e-02 2.497390e+02 2.010160e+01 1.019191e+05 1.023074e+05 0.000000e+00 7.065227e+07 5.056784e+08 4.902419e-03
  47340 7.722481e-02 2.498510e+02 2.472160e+01 1.138863e+05 1.221665e+05 0.000000e+00 9.181891e+07 5.092563e+08 3.475973e-03
  47360 7.725751e-02 2.499520e+02 2.333224e+01 1.171812e+05 1.253633e+05 0.000000e+00 8.299602e+07 5.082646e+08 1.042436e-02
  47380 7.729021e-02 2.500550e+02 1.690524e+01 1.116079e+05 1.202975e+05 0.000000e+00 6.074318e+07 5.148119e+08 1.432602e-02
  47400 7.732291e-02 2.501750e+02 2.199387e+01 9.876468e+04 1.044974e+05 0.000000e+00 6.754153e+07 5.265328e+08 1.473696e-02
  47420 7.735561e-02 2.502750e+02 2.294356e+01 1.027431e+05 1.087870e+05 0.000000e+00 7.011364e+07 5.281900e+08 1.189127e-02
  47440 7.738831e-02 2.503750e+02 1.824858e+01 1.018070e+05 1.074497e+05 0.000000e+00 6.794174e+07 5.166709e+08 6.834436e-03
  47460 7.742101e-02 2.504740e+02 1.609640e+01 9.660443e+04 1.037125e+05 0.000000e+00 6.405053e+07 4.978829e+08 1.596369e-03
  47480 7.745371e-02 2.505730e+02 1.917359e+01 9.700956e+04 9.409420e+04 0.000000e+00 6.345575e+07 4.906542e+08 1.869468e-03
  47500 7.748641e-02 2.508700e+02 1.990774e+01 1.046069e+05 1.096074e+05 0.000000e+00 7.039121e+07 5.009295e+08 3.734073e-03
  47520 7.751911e-02 2.509720e+02 2.038222e+01 1.030053e+05 1.013265e+05 0.000000e+00 7.789214e+07 5.097932e+08 6.200549e-03
  47540 7.755181e-02 2.510720e+02 2.135997e+01 9.567512e+04 9.253726e+04 0.000000e+00 7.068650e+07 5.045073e+08 1.025184e-02
  47560 7.758451e-02 2.511730e+02 2.346721e+01 1.087495e+05 1.199504e+05 0.000000e+00 6.016089e+07 4.934794e+08 1.370377e-02
  47580 7.761721e-02 2.513140e+02 2.266904e+01 1.128194e+05 1.237603e+05 0.000000e+00 5.439875e+07 4.892479e+08 1.339823e-02
  47600 7.764991e-02 2.514430e+02 1.668799e+01 1.050226e+05 1.115472e+05 0.000000e+00 6.224033e+07 4.998852e+08 8.468371e-03
  47620 7.768262e-02 2.515450e+02 2.343736e+01 1.091381e+05 1.151818e+05 0.000000e+00 8.646509e+07 5.090510e+08 7.639565e-04
  47640 7.771532e-02 2.516460e+02 2.468992e+01 1.163896e+05 1.246544e+05 0.000000e+00 9.011798e+07 5.077276e+08 6.959774e-03
  47660 7.774802e-02 2.517480e+02 1.988190e+01 1.147315e+05 1.235975e+05 0.000000e+00 6.667253e+07 5.104188e+08 1.260494e-02
  47680 7.778072e-02 2.518490e+02 1.991746e+01 1.039782e+05 1.112894e+05 0.000000e+00 6.687928e+07 5.219000e+08 1.509546e-02
  47700 7.781342e-02 2.519490e+02 2.326677e+01 1.025188e+05 1.073220e+05 0.000000e+00 6.959646e+07 5.295195e+08 1.401087e-02
  47720 7.784612e-02 2.520490e+02 2.084298e+01 1.030463e+05 1.082205e+05 0.000000e+00 6.886272e+07 5.228747e+08 9.772681e-03
  47740 7.787882e-02 2.521620e+02 1.658889e+01 9.990473e+04 1.063382e+05 0.000000e+00 6.571561e+07 5.054723e+08 4.046772e-03
  47760 7.791152e-02 2.522630e+02 1.816484e+01 9.303905e+04 9.823618e+04 0.000000e+00 6.456513e+07 4.911397e+08 7.298184e-04
  47780 7.794422e-02 2.523640e+02 1.987878e+01 1.022573e+05 1.052633e+05 0.000000e+00 6.261245e+07 4.953922e+08 3.347142e-03
  47800 7.797692e-02 2.524660e+02 1.924485e+01 1.044086e+05 1.073658e+05 0.000000e+00 7.649298e+07 5.072975e+08 5.234129e-03
  47820 7.800962e-02 2.525810e+02 2.146628e+01 9.921149e+04 9.571795e+04 0.000000e+00 7.559967e+07 5.080011e+08 8.366260e-03
  47840 7.804232e-02 2.526800e+02 2.194907e+01 1.052463e+05 1.116440e+05 0.000000e+00 6.545300e+07 4.974463e+08 1.210926e-02
  47860 7.807502e-02 2.527910e+02 2.376322e+01 1.123204e+05 1.244413e+05 0.000000e+00 5.705982e+07 4.887181e+08 1.353551e-02
  47880 7.810772e-02 2.528940e+02 1.956916e+01 1.095104e+05 1.195054e+05 0.000000e+00 6.002504e+07 4.934861e+08 1.065448e-02
  47900 7.814042e-02 2.529960e+02 2.115468e+01 1.040192e+05 1.061013e+05 0.000000e+00 7.577285e+07 5.065307e+08 4.211261e-03
  47920 7.817312e-02 2.531160e+02 2.492289e+01 1.146399e+05 1.239857e+05 0.000000e+00 9.223268e+07 5.082544e+08 3.433681e-03
  47940 7.820582e-02 2.532320e+02 2.259370e+01 1.168038e+05 1.248633e+05 0.000000e+00 7.908026e+07 5.075332e+08 1.003065e-02
  47960 7.823852e-02 2.533800e+02 1.712211e+01 1.102398e+05 1.177328e+05 0.000000e+00 6.315679e+07 5.159964e+08 1.417245e-02
  47980 7.827122e-02 2.535000e+02 2.251668e+01 1.000082e+05 1.056675e+05 0.000000e+00 6.836241e+07 5.279576e+08 1.500387e-02
  48000 7.830392e-02 2.536220e+02 2.255972e+01 1.027467e+05 1.080206e+05 0.000000e+00 7.033207e+07 5.273964e+08 1.223192e-02
  48020 7.833662e-02 2.537390e+02 1.787237e+01 1.014873e+05 1.068838e+05 0.000000e+00 6.773815e+07 5.134705e+08 6.775861e-03
  48040 7.836932e-02 2.538440e+02 1.674144e+01 9.523116e+04 1.025852e+05 0.000000e+00 6.407729e+07 4.951488e+08 9.545595e-04
  48060 7.840202e-02 2.539450e+02 1.943270e+01 9.896774e+04 9.811587e+04 0.000000e+00 6.312196e+07 4.913721e+08 2.994451e-03
  48080 7.843472e-02 2.540990e+02 1.979282e+01 1.046217e+05 1.098862e+05 0.000000e+00 7.247057e+07 5.026568e+08 5.133525e-03
  48100 7.846742e-02 2.542120e+02 2.078989e+01 1.020395e+05 9.932649e+04 0.000000e+00 7.767144e+07 5.094202e+08 7.475798e-03
  48120 7.850013e-02 2.543130e+02 2.104816e+01 9.780726e+04 9.784998e+04 0.000000e+00 6.785614e+07 5.021459e+08 1.080746e-02
  48140 7.853283e-02 2.543930e+02 2.375526e+01 1.106352e+05 1.215192e+05 0.000000e+00 6.002372e+07 4.909071e+08 1.314810e-02
  48160 7.856553e-02 2.544720e+02 2.201846e+01 1.121295e+05 1.232710e+05 0.000000e+00 5.398460e+07 4.887386e+08 1.197566e-02
  48180 7.859823e-02 2.545900e+02 1.802975e+01 1.026536e+05 1.083761e+05 0.000000e+00 6.208887e+07 5.011016e+08 6.964911e-03
  48200 7.863093e-02 2.547100e+02 2.403686e+01 1.114510e+05 1.180681e+05 0.000000e+00 8.894315e+07 5.085051e+08 8.056764e-05
  48220 7.866363e-02 2.548140e+02 2.433170e+01 1.166191e+05 1.252027e+05 0.000000e+00 8.782917e+07 5.064976e+08 6.994365e-03
  48240 7.869633e-02 2.549130e+02 1.870069e+01 1.140580e+05 1.228448e+05 0.000000e+00 6.121210e+07 5.105885e+08 1.225311e-02
  48260 7.872903e-02 2.550250e+02 2.077919e+01 1.023442e+05 1.080705e+05 0.000000e+00 6.716683e+07 5.232857e+08 1.486412e-02
  48280 7.876173e-02 2.551270e+02 2.326605e+01 1.030580e+05 1.085467e+05 0.000000e+00 6.972923e+07 5.296176e+08 1.401975e-02
  48300 7.879443e-02 2.552280e+02 1.998099e+01 1.023404e+05 1.079815e+05 0.000000e+00 6.849728e+07 5.206349e+08 9.752614e-03
  48320 7.882713e-02 2.553470e+02 1.621766e+01 9.916503e+04 1.061601e+05 0.000000e+00 6.531729e+07 5.019717e+08 3.691285e-03
  48340 7.885983e-02 2.554750e+02 1.859796e+01 9.432018e+04 9.628948e+04 0.000000e+00 6.389780e+07 4.902455e+08 1.560164e-03
  48360 7.889253e-02 2.555760e+02 1.993475e+01 1.034508e+05 1.074539e+05 0.000000e+00 6.570735e+07 4.972116e+08 4.683983e-03
  48380 7.892523e-02 2.558750e+02 1.943572e+01 1.043311e+05 1.057080e+05 0.000000e+00 7.720865e+07 5.081025e+08 6.901872e-03
  48400 7.895793e-02 2.560080e+02 2.149372e+01 9.778149e+04 9.435306e+04 0.000000e+00 7.396982e+07 5.064394e+08 9.757303e-03
  48420 7.899063e-02 2.561390e+02 2.264057e+01 1.068899e+05 1.155335e+05 0.000000e+00 6.391544e+07 4.949662e+08 1.244916e-02
  48440 7.902333e-02 2.562730e+02 2.348954e+01 1.125364e+05 1.246788e+05 0.000000e+00 5.511387e+07 4.871352e+08 1.255898e-02
  48460 7.905603e-02 2.563600e+02 1.845558e+01 1.080140e+05 1.168557e+05 0.000000e+00 6.129367e+07 4.944494e+08 8.912587e-03
  48480 7.908873e-02 2.564390e+02 2.212076e+01 1.055622e+05 1.100511e+05 0.000000e+00 8.029047e+07 5.067549e+08 2.665241e-03
  48500 7.912143e-02 2.565180e+02 2.497492e+01 1.156882e+05 1.249177e+05 0.000000e+00 9.191941e+07 5.070346e+08 4.128951e-03
  48520 7.915413e-02 2.565950e+02 2.170013e+01 1.161197e+05 1.244255e+05 0.000000e+00 7.464096e+07 5.069532e+08 9.908653e-03
  48540 7.918683e-02 2.566770e+02 1.824384e+01 1.080921e+05 1.154761e+05 0.000000e+00 6.503917e+07 5.169756e+08 1.375318e-02
  48560 7.921953e-02 2.567920e+02 2.291338e+01 1.007619e+05 1.061507e+05 0.000000e+00 6.851314e+07 5.285661e+08 1.475623e-02
  48580 7.925223e-02 2.568930e+02 2.201888e+01 1.029808e+05 1.078322e+05 0.000000e+00 6.981191e+07 5.260608e+08 1.225438e-02
  48600 7.928493e-02 2.570210e+02 1.744018e+01 1.011005e+05 1.069913e+05 0.000000e+00 6.656358e+07 5.101550e+08 6.877508e-03
  48620 7.931764e-02 2.571040e+02 1.735301e+01 9.382331e+04 1.011251e+05 0.000000e+00 6.316876e+07 4.927722e+08 8.850113e-04
  48640 7.935034e-02 2.571840e+02 1.965120e+01 1.005453e+05 1.015118e+05 0.000000e+00 6.193146e+07 4.924828e+08 3.496113e-03
  48660 7.938304e-02 2.572710e+02 1.960654e+01 1.044458e+05 1.093047e+05 0.000000e+00 7.419912e+07 5.044652e+08 6.246640e-03
  48680 7.941574e-02 2.573900e+02 2.110515e+01 1.009752e+05 9.808277e+04 0.000000e+00 7.707099e+07 5.090199e+08 8.909544e-03
  48700 7.944844e-02 2.574910e+02 2.059072e+01 1.011555e+05 1.036481e+05 0.000000e+00 6.689747e+07 5.000865e+08 1.172246e-02
  48720 7.948114e-02 2.576020e+02 2.388468e+01 1.118376e+05 1.223188e+05 0.000000e+00 5.932272e+07 4.888660e+08 1.277248e-02
  48740 7.951384e-02 2.576850e+02 2.120462e+01 1.113630e+05 1.221899e+05 0.000000e+00 5.657229e+07 4.889331e+08 1.031519e-02
  48760 7.954654e-02 2.577900e+02 1.930703e+01 1.001996e+05 1.048091e+05 0.000000e+00 6.660936e+07 5.022305e+08 4.846822e-03
  48780 7.957924e-02 2.579050e+02 2.449733e+01 1.130954e+05 1.205510e+05 0.000000e+00 9.073698e+07 5.076809e+08 1.650694e-03
  48800 7.961194e-02 2.580270e+02 2.379777e+01 1.171271e+05 1.257141e+05 0.000000e+00 8.493854e+07 5.055200e+08 7.541988e-03
  48820 7.964464e-02 2.581350e+02 1.738916e+01 1.126111e+05 1.216076e+05 0.000000e+00 6.004519e+07 5.110229e+08 1.199254e-02
  48840 7.967734e-02 2.582420e+02 2.154263e+01 1.000133e+05 1.048688e+05 0.000000e+00 6.698050e+07 5.242228e+08 1.434353e-02
  48860 7.971004e-02 2.583570e+02 2.310598e+01 1.029828e+05 1.089636e+05 0.000000e+00 6.931261e+07 5.289309e+08 1.368765e-02
  48880 7.974274e-02 2.584370e+02 1.897147e+01 1.022260e+05 1.073446e+05 0.000000e+00 6.744961e+07 5.179672e+08 9.743767e-03
  48900 7.977544e-02 2.585170e+02 1.586683e+01 9.779974e+04 1.050270e+05 0.000000e+00 6.372384e+07 4.987529e+08 3.884245e-03
  48920 7.980814e-02 2.585950e+02 1.897914e+01 9.583830e+04 9.371023e+04 0.000000e+00 6.360685e+07 4.900017e+08 1.478769e-03
  48940 7.984084e-02 2.586720e+02 1.992799e+01 1.042861e+05 1.091546e+05 0.000000e+00 6.851138e+07 4.993269e+08 5.153426e-03
  48960 7.987354e-02 2.587490e+02 2.001172e+01 1.037004e+05 1.033494e+05 0.000000e+00 7.759017e+07 5.089103e+08 8.076686e-03
  48980 7.990624e-02 2.588240e+02 2.140624e+01 9.644710e+04 9.227014e+04 0.000000e+00 7.191367e+07 5.050835e+08 1.107298e-02
  49000 7.993894e-02 2.589540e+02 2.318385e+01 1.078938e+05 1.185726e+05 0.000000e+00 6.179011e+07 4.930747e+08 1.290419e-02
  49020 7.997164e-02 2.590480e+02 2.304644e+01 1.130230e+05 1.242570e+05 0.000000e+00 5.473749e+07 4.864604e+08 1.157456e-02
  49040 8.000434e-02 2.591400e+02 1.721692e+01 1.061154e+05 1.135309e+05 0.000000e+00 6.196108e+07 4.960272e+08 6.842187e-03
  49060 8.003704e-02 2.592630e+02 2.296046e+01 1.072055e+05 1.132566e+05 0.000000e+00 8.412629e+07 5.069154e+08 4.853223e-04
  49080 8.006974e-02 2.593350e+02 2.484989e+01 1.160150e+05 1.248742e+05 0.000000e+00 9.089453e+07 5.060568e+08 5.519332e-03
  49100 8.010244e-02 2.594410e+02 2.064782e+01 1.154301e+05 1.240994e+05 0.000000e+00 6.978118e+07 5.069393e+08 1.021549e-02
  49120 8.013515e-02 2.595440e+02 1.929675e+01 1.053737e+05 1.129643e+05 0.000000e+00 6.627417e+07 5.181201e+08 1.328794e-02
  49140 8.016785e-02 2.596550e+02 2.316220e+01 1.017057e+05 1.067197e+05 0.000000e+00 6.936601e+07 5.285843e+08 1.406605e-02
  49160 8.020055e-02 2.597570e+02 2.132078e+01 1.031759e+05 1.079236e+05 0.000000e+00 6.837884e+07 5.241575e+08 1.178453e-02
  49180 8.023325e-02 2.598670e+02 1.693102e+01 1.000965e+05 1.063681e+05 0.000000e+00 6.533433e+07 5.068587e+08 6.817979e-03
  49200 8.026595e-02 2.599860e+02 1.790254e+01 9.253207e+04 9.944007e+04 0.000000e+00 6.431597e+07 4.910345e+08 1.112186e-03
  49220 8.029865e-02 2.601100e+02 1.981358e+01 1.017010e+05 1.041679e+05 0.000000e+00 6.264437e+07 4.940191e+08 3.457533e-03
  49240 8.033135e-02 2.601900e+02 1.942392e+01 1.042553e+05 1.084801e+05 0.000000e+00 7.560570e+07 5.061216e+08 6.906323e-03
  49260 8.036405e-02 2.602690e+02 2.133225e+01 9.972919e+04 9.661459e+04 0.000000e+00 7.615362e+07 5.085327e+08 1.017787e-02
  49280 8.039675e-02 2.603510e+02 2.142431e+01 1.039077e+05 1.088277e+05 0.000000e+00 6.616820e+07 4.985232e+08 1.284365e-02
  49300 8.042945e-02 2.604320e+02 2.385450e+01 1.123345e+05 1.239181e+05 0.000000e+00 5.797104e+07 4.877308e+08 1.287036e-02
  49320 8.046215e-02 2.605100e+02 2.024882e+01 1.101411e+05 1.207960e+05 0.000000e+00 5.867876e+07 4.901442e+08 9.116974e-03
  49340 8.049485e-02 2.606420e+02 2.048066e+01 1.027451e+05 1.036968e+05 0.000000e+00 7.234301e+07 5.036417e+08 2.933250e-03
  49360 8.052755e-02 2.607630e+02 2.479978e+01 1.140552e+05 1.229077e+05 0.000000e+00 9.179569e+07 5.071649e+08 3.347855e-03
  49380 8.056025e-02 2.608420e+02 2.309883e+01 1.171598e+05 1.252102e+05 0.000000e+00 8.147054e+07 5.052592e+08 8.344146e-03
