1.072959517403317298e+00 8.553025149320589993e-01 6.488187190274737892e-01 3.568678168498859549e+00 3.385997288592106997e+02
1.089293156089212733e+00 6.137916910471018506e-01 2.104602901039775899e-03 7.462443068395026913e+00 7.924017376187777018e+02
9.572593208332340620e-01 8.136611230389795280e-01 6.592635510504658847e-02 4.629680283820528430e+00 7.088518873724037803e+02
1.072959517403317298e+00 8.553025149320589993e-01 6.488187190274737892e-01 3.568678168498859549e+00 3.385997288592106997e+02
1.072959517403317298e+00 8.553025149320589993e-01 6.488187190274737892e-01 3.568678168498859549e+00 3.385997288592106997e+02
1.089293156089212733e+00 6.137916910471018506e-01 2.104602901039775899e-03 7.462443068395026913e+00 7.924017376187777018e+02
9.572593208332340620e-01 8.136611230389795280e-01 6.592635510504658847e-02 4.629680283820528430e+00 7.088518873724037803e+02
9.817466665379547264e-01 5.177497071869771039e-01 9.363190678005306467e-02 6.884039115500670825e+00 5.489337041662561205e+02
9.496558389773344100e-01 7.766861560008684329e-01 7.833826313516500939e-01 5.230059404457739980e+00 6.685751113103917760e+02
1.098552137769672532e+00 3.012749637532396996e-02 4.791821218934170235e-01 7.803771666749519831e+00 3.586682869216584209e+02
9.446202989987840803e-01 5.502283889833728958e-01 5.778618485758367784e-01 5.316514492368975553e+00 5.738508978211830254e+02
9.103077658948722783e-01 7.392297121947433158e-01 2.565612079382550426e-01 2.443771242748431050e+00 7.792341597063235668e+02
1.031934264169858340e+00 4.557829600792653313e-01 5.861211734777412863e-01 4.867340185411659803e+00 3.623606666529556151e+02
1.020915977607468772e+00 7.469364245619165565e-01 5.953174630666153710e-01 5.309404407583069307e+00 7.642457599185104300e+02
1.089142512380016026e+00 8.748696622696762182e-01 2.973149081272982719e-01 3.606620445552868315e+00 5.649059913748360486e+02
1.030862042518414734e+00 1.605932683017619045e-01 4.475716284884392882e-01 4.633689518613000935e+00 3.008323974262578986e+02
9.837659570240635531e-01 3.998988932189941892e-01 7.707114050256242965e-01 2.327088868543220279e+00 7.642730167526917739e+02
1.081663898484445330e+00 5.998002500769789025e-01 1.497832379637751288e-01 6.747826003232550107e+00 3.807608452739873428e+02
9.641280769288813612e-01 6.664230870814163987e-01 3.401882406730578068e-01 4.765551294754499345e+00 4.515786126868907786e+02
9.074474560978934568e-01 3.607681347214251044e-01 6.612979120983953907e-01 6.980970350428870930e+00 3.405310070721527609e+02
1.010596165835448090e+00 3.537930542908599429e-01 3.191670776027363821e-01 7.927366833653034739e+00 7.046174873474908509e+02
1.001395831931269464e+00 5.074810993396169367e-01 7.335856200862469478e-01 4.250858789436771090e+00 6.909507966445437432e+02
1.045913273652579800e+00 7.373428426158386007e-01 3.645156746968392092e-01 6.112001691596560704e+00 7.186504422061207151e+02
9.591385947578944249e-01 7.631672813564925884e-01 3.856026678841004696e-01 5.205886816650418858e+00 5.324113147358478955e+02
9.749754701436645909e-01 7.522522616715118238e-01 3.134938592958756987e-01 3.087783610813437551e+00 6.938690322107297561e+02
9.799385181421076396e-01 5.791395642923886644e-01 7.858718502917318993e-01 5.885764892779859814e+00 5.621977871890065899e+02
9.567599059565085051e-01 7.090405589928502339e-01 7.683301708881713488e-01 6.249805298368662498e+00 6.849467206167657878e+02
9.636342004754030466e-01 3.133056029585614688e-01 2.860908133171493617e-01 4.872835155906114935e+00 7.466333945472456435e+02
9.932684154512504415e-01 1.764109413759040734e-01 4.265125349051578363e-01 3.558075519148332422e+00 6.179512813119054044e+02
9.677348820958959763e-01 9.515292774778155716e-01 3.495196861407516287e-01 5.496050883388170938e+00 5.923119915673532887e+02
